year,week,SAN JOSE,ALAJUELA,HEREDIA,SAN CARLOS,PUNTARENAS,DESAMPARADOS,CARTAGO,PEREZ ZELEDON,POCOCI,MONTES DE OCA,LIBERIA,GOICOECHEA,LIMON,SANTA CRUZ,GARABITO,SIQUIRRES,SAN RAMON,NICOYA,QUEPOS,CURRIDABAT,TURRIALBA,LA UNION,TIBAS,OSA,TALAMANCA,ESCAZU,SARAPIQUI,MATINA,CORREDORES,ALAJUELITA,GOLFITO,MORAVIA,UPALA,GRECIA,SANTA ANA,SAN RAFAEL,GUACIMO,VASQUEZ DE CORONADO,CARRILLO,SANTO DOMINGO,OROTINA,BUENOS AIRES,ASERRI,PARAISO,COTO BRUS,PARRITA,BARVA,ESPARZA,LOS CHILES,BELEN,EL GUARCO,SANTA BARBARA,OREAMUNO,PURISCAL,SAN PABLO,PALMARES,ATENAS,FLORES,NARANJO,CANAS,POAS,BAGACES,LA CRUZ,MORA,ABANGARES,TILARAN,SAN ISIDRO,GUATUSO,JIMENEZ,MONTES DE ORO,TARRAZU,ALVARADO,ACOSTA,LEON CORTES,SAN MATEO,VALVERDE VEGA,RIO CUARTO,NANDAYURE,HOJANCHA,TURRUBARES,ZARCERO,DOTA,MONTEVERDE
2020,27,88,45,24,22,16,22,26,12,18,13,26,7,7,9,10,18,12,7,8,7,20,16,12,8,2,5,2,7,9,4,8,5,2,2,6,3,15,1,4,5,8,3,4,8,4,1,5,4,4,3,3,2,7,6,3,4,4,2,2,2,2,1,2,1,6,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0
2020,28,80,42,18,16,23,14,20,12,21,12,13,17,8,12,5,10,11,5,4,10,14,8,13,3,3,4,5,12,8,2,3,10,3,2,4,4,6,3,2,6,11,5,3,3,4,4,5,4,0,2,5,4,3,3,1,2,1,2,5,2,0,6,1,3,2,2,1,0,1,1,0,2,1,1,0,0,1,0,1,1,0,0,0
2020,29,60,36,23,19,14,14,21,21,24,6,19,12,20,6,3,9,19,3,5,4,18,3,5,9,6,8,5,5,8,7,7,5,4,2,4,5,4,1,4,1,6,3,5,3,3,7,0,2,2,1,1,2,1,1,1,0,0,0,1,4,6,5,2,3,1,3,0,0,1,1,2,4,1,1,0,0,1,0,0,0,0,0,0
2020,30,98,38,20,14,20,20,20,10,14,15,17,15,18,15,7,6,22,4,8,6,10,7,7,2,7,4,18,15,7,5,12,6,3,5,6,2,3,0,4,6,5,1,3,7,8,10,1,3,2,2,3,3,2,7,5,2,1,1,2,6,1,4,3,4,4,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0
2020,31,121,38,23,15,11,21,15,12,35,11,8,19,9,15,5,16,13,10,11,10,21,19,5,9,3,9,4,6,4,6,11,2,4,10,4,4,7,2,2,3,3,4,3,5,3,5,0,3,6,1,1,4,6,2,1,2,2,3,4,6,1,3,1,6,0,3,1,0,3,3,1,1,1,1,0,0,2,0,2,0,0,0,0
2020,32,133,34,25,15,26,23,31,13,34,15,20,14,16,10,8,12,16,5,7,12,14,15,12,7,9,4,10,10,4,4,10,4,8,5,6,2,7,6,5,5,5,3,4,3,1,9,3,4,2,1,0,6,4,0,3,5,9,4,1,5,3,4,5,1,2,2,5,3,0,0,1,0,0,2,0,0,1,0,2,0,1,1,0
2020,33,110,48,33,18,13,21,19,20,21,7,23,18,17,14,17,12,10,9,5,9,11,7,10,4,5,8,10,10,7,10,9,2,4,10,5,4,2,2,3,4,4,8,3,0,2,1,6,6,5,3,4,3,2,3,0,3,2,1,6,4,1,2,3,5,1,1,2,0,1,0,2,0,0,0,0,1,4,0,0,2,0,2,0
2020,34,117,42,26,22,17,17,19,13,24,5,26,18,13,11,8,26,15,7,1,5,11,7,8,9,3,7,6,13,7,4,11,1,9,9,4,8,7,3,4,6,3,8,2,1,9,0,7,5,4,1,3,3,3,4,1,2,0,4,1,3,1,2,2,3,2,3,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
2020,35,121,74,42,15,16,19,24,8,28,9,25,14,13,16,7,20,16,9,6,10,9,9,9,10,12,9,8,7,13,5,10,10,3,5,5,4,12,3,6,2,6,4,3,12,8,3,0,6,4,1,3,5,2,8,3,1,2,3,6,7,9,7,1,4,3,2,1,0,1,0,0,3,0,1,0,1,2,0,0,0,0,0,0
2020,36,128,49,38,25,18,21,18,21,21,7,23,15,15,19,9,23,18,8,2,9,10,16,7,10,3,13,11,13,5,4,10,8,13,8,3,9,1,4,1,5,4,8,5,6,6,11,9,6,3,4,1,6,2,3,2,5,0,4,4,8,1,4,5,5,4,1,1,1,2,2,1,0,0,0,0,1,2,1,0,0,0,0,0
2020,37,107,51,36,31,13,15,30,17,22,9,11,25,10,14,8,11,12,8,5,9,17,7,9,7,1,8,9,7,7,5,14,8,7,13,3,11,6,0,5,5,0,6,3,12,8,2,7,1,3,2,1,1,1,5,3,3,0,0,2,13,1,2,2,2,2,3,2,3,1,1,0,3,1,1,0,2,0,0,1,0,2,0,0
2020,38,97,47,32,32,11,16,34,21,25,4,13,11,15,16,9,15,13,8,8,8,11,10,11,10,2,5,8,10,3,4,13,5,5,2,8,10,8,2,5,7,2,9,5,2,4,7,4,5,7,4,2,8,3,2,4,2,4,4,4,3,6,3,4,0,4,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2020,39,100,48,21,16,8,14,33,18,16,11,19,17,10,19,4,18,12,12,14,9,16,14,6,14,6,2,11,18,7,5,10,4,6,10,2,10,11,4,9,2,4,8,6,4,2,7,5,2,4,2,3,2,1,4,4,7,2,3,0,5,0,5,2,2,0,2,0,1,6,1,3,0,2,2,0,2,0,1,0,0,0,0,0
2020,40,102,47,37,24,15,8,9,22,23,7,10,14,14,6,8,18,14,7,11,20,10,17,7,3,8,2,3,6,8,4,8,12,2,11,4,3,7,5,8,2,4,3,1,8,5,3,3,4,3,3,8,16,3,2,3,4,3,3,1,3,6,3,6,1,0,1,3,1,0,1,1,1,0,2,2,0,0,1,1,1,0,0,0
2020,41,122,33,26,18,18,16,26,25,27,11,21,22,20,13,10,9,19,13,10,7,9,8,9,7,2,5,7,9,9,5,5,2,6,6,2,8,10,3,2,4,5,3,7,4,2,3,15,5,14,6,5,3,1,6,3,3,3,4,4,8,0,2,1,4,2,0,0,4,4,1,1,0,0,1,1,2,0,2,1,1,0,0,0
2020,42,121,67,38,20,10,26,23,20,27,10,11,17,19,16,8,19,14,17,6,14,5,25,10,5,6,10,10,8,9,6,8,6,8,7,7,3,8,5,9,6,7,9,5,5,7,2,6,3,12,2,8,9,4,8,5,5,0,4,7,0,1,2,4,2,1,4,1,1,6,2,1,4,0,1,1,0,0,1,0,1,2,0,0
2020,43,111,46,40,27,20,19,24,20,29,9,23,18,12,11,9,15,15,6,5,6,6,13,6,11,6,7,10,8,5,7,7,6,2,13,5,5,3,1,1,4,1,4,4,9,4,11,3,5,8,4,4,6,2,3,6,10,7,0,1,4,3,2,4,5,4,0,1,0,5,0,1,0,1,3,1,1,0,0,0,2,0,0,0
2020,44,81,23,19,15,11,10,22,19,7,9,16,10,7,9,9,7,16,8,8,8,6,4,6,8,3,7,5,11,6,9,1,4,8,10,3,4,8,5,0,3,4,1,2,15,0,2,4,12,6,2,3,5,0,2,2,5,2,1,1,4,1,2,1,1,4,1,0,0,1,1,1,0,0,4,0,2,3,0,0,0,1,0,0
2020,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,124,32,28,26,17,19,22,24,33,23,29,18,9,19,13,21,14,8,10,17,10,6,11,16,8,6,8,9,5,5,7,0,6,2,2,5,10,6,6,5,5,9,4,8,7,7,8,9,6,6,5,2,2,4,8,9,4,6,3,4,1,1,1,5,1,1,3,3,2,1,0,0,1,1,0,1,1,0,0,0,0,1,0
2021,2,114,40,20,18,17,13,20,39,19,16,26,16,7,17,18,25,18,14,8,13,15,9,5,9,9,6,11,8,14,5,5,8,4,5,6,10,9,7,4,1,1,6,5,13,3,10,20,7,7,13,3,7,5,3,2,2,5,2,2,1,1,3,1,5,2,1,2,1,2,3,0,1,1,0,1,1,1,1,0,2,0,2,0
2021,3,98,51,26,25,19,24,23,17,30,23,26,20,11,16,5,34,19,9,6,8,7,12,13,19,9,3,7,7,4,3,11,6,5,5,5,4,10,4,5,2,5,2,2,12,3,5,2,4,5,4,5,6,7,7,1,4,4,1,1,5,0,3,2,3,2,2,2,0,3,1,1,0,3,3,0,2,4,2,2,0,2,0,0
2021,4,114,35,36,19,30,18,21,25,31,9,20,21,7,13,6,17,22,11,10,13,4,17,9,8,8,3,3,10,8,6,12,7,6,3,1,8,5,6,7,2,4,2,5,5,3,8,3,7,6,0,3,3,0,2,9,5,3,0,8,3,1,1,5,2,0,5,0,2,2,3,4,0,1,0,2,3,2,1,0,0,0,10,0
2021,5,119,41,29,20,23,25,24,18,25,15,18,13,14,13,16,23,21,12,12,22,8,8,3,13,7,2,6,7,10,13,13,5,10,9,4,5,8,4,4,8,4,4,2,4,12,5,1,4,3,3,2,2,6,5,4,6,4,3,4,5,2,2,1,1,0,1,4,1,1,2,1,0,0,3,1,0,2,1,1,0,0,0,0
2021,6,130,37,26,27,9,22,24,21,23,7,15,19,13,10,26,27,19,14,11,22,7,20,13,10,8,4,10,25,6,6,13,8,5,6,12,10,9,3,5,2,11,7,5,6,6,10,5,9,3,5,6,6,3,5,3,3,2,2,2,11,6,1,2,3,1,0,0,1,0,0,3,0,1,1,0,2,0,0,0,0,1,0,0
2021,7,123,53,46,25,33,23,24,24,27,14,17,16,13,10,9,50,26,9,9,20,14,11,18,8,12,9,8,6,11,10,6,5,9,7,17,10,9,6,6,8,4,6,8,6,3,1,3,3,10,2,3,6,1,3,5,1,1,2,0,6,6,1,2,0,0,5,0,3,1,2,2,0,3,1,0,0,1,0,0,0,0,0,0
2021,8,133,48,31,27,23,34,22,24,34,16,15,24,16,17,14,23,25,13,20,14,13,7,9,18,5,4,12,7,9,11,12,6,8,2,5,8,12,10,5,11,4,1,13,6,3,6,3,4,6,3,3,2,9,1,2,5,1,0,1,4,0,1,2,1,4,1,0,2,2,2,0,0,0,0,1,1,3,1,3,5,0,1,0
2021,9,152,36,27,30,15,28,30,32,30,12,17,14,10,15,17,16,17,18,5,10,13,8,13,25,11,11,9,8,20,10,13,7,6,5,9,17,13,13,7,14,3,4,8,6,8,8,9,3,5,1,10,4,2,2,5,5,6,8,3,10,2,2,3,3,1,2,0,1,0,1,1,1,2,0,1,5,0,2,0,1,0,1,0
2021,10,124,49,42,19,22,29,22,20,33,13,13,11,19,15,17,12,20,12,14,4,12,9,5,23,8,12,14,7,11,9,7,6,4,7,7,11,11,4,4,6,8,6,7,8,4,10,4,5,8,4,3,7,3,3,2,4,4,2,6,5,7,4,2,2,3,0,0,2,2,0,1,0,1,0,1,2,1,0,1,0,0,0,0
2021,11,136,52,39,36,19,31,26,33,34,14,21,15,12,18,11,13,6,8,13,10,12,5,9,16,7,9,4,13,9,8,4,10,7,8,7,5,1,3,3,7,8,7,9,5,3,6,4,3,10,3,1,0,1,4,5,4,0,4,2,4,1,6,2,2,1,1,2,8,2,1,2,1,2,0,0,0,1,0,0,2,2,0,0
2021,12,166,52,27,23,14,23,31,34,20,22,15,17,12,13,22,12,11,14,8,15,16,6,6,12,15,13,13,10,9,5,7,9,5,3,5,7,6,6,3,3,9,5,1,8,5,7,5,6,5,5,3,8,3,4,2,6,2,1,1,9,1,4,4,2,2,0,0,1,0,1,0,0,0,4,1,0,1,0,0,2,0,0,0
2021,13,119,44,15,9,22,20,16,37,30,10,26,17,18,18,17,20,15,13,16,7,4,11,7,8,13,6,13,7,3,9,11,4,10,8,5,6,5,6,5,6,6,2,2,1,5,5,4,3,5,3,2,2,4,2,8,2,3,2,6,6,1,4,1,0,2,0,3,0,2,0,3,1,4,2,0,0,1,0,1,0,1,2,0
2021,14,151,40,20,21,22,24,33,31,31,17,13,30,7,18,4,26,15,8,12,8,11,11,9,8,11,7,3,8,8,9,14,11,7,5,4,3,8,5,4,3,6,2,7,2,4,4,6,3,1,3,8,12,0,3,3,7,1,1,2,2,5,1,1,3,1,4,0,1,1,4,3,1,1,0,0,2,1,0,0,0,2,1,0
2021,15,137,48,19,23,18,21,25,32,23,12,16,16,14,12,23,8,10,15,11,11,7,9,2,6,6,12,9,10,8,3,10,8,3,9,3,5,9,2,2,0,3,3,6,4,4,2,4,5,2,5,3,2,1,0,2,4,1,5,5,7,9,2,3,3,1,1,3,2,2,0,3,0,1,0,1,2,0,0,2,0,0,0,0
2021,16,144,56,38,25,29,15,15,20,22,13,24,22,23,18,8,8,14,14,19,8,12,15,10,9,4,5,11,11,10,10,6,7,7,2,8,5,14,5,3,1,2,4,5,3,4,4,2,5,5,0,2,3,2,1,7,5,3,0,5,5,2,1,6,2,2,1,2,5,5,2,1,2,0,0,0,2,0,1,1,0,0,0,0
2021,17,132,40,22,24,37,17,22,18,35,5,19,18,14,16,18,14,31,21,17,9,18,9,14,7,10,7,7,6,12,5,11,7,8,5,4,10,13,4,5,9,2,1,5,4,1,5,4,7,7,2,2,5,12,8,4,3,4,4,3,5,3,4,5,5,3,0,0,2,0,0,4,0,0,1,0,1,0,0,1,1,0,0,0
2021,18,118,38,15,17,19,12,20,17,12,9,18,11,9,12,10,15,19,13,12,8,8,9,8,9,6,10,6,18,8,2,5,2,2,8,9,13,11,2,3,0,4,6,2,10,5,3,3,4,4,5,4,4,1,2,2,4,1,2,4,3,3,2,3,2,0,3,2,2,4,1,2,2,0,0,0,2,0,1,1,1,1,0,0
2021,19,156,26,22,32,27,21,14,18,29,9,14,11,15,10,15,11,27,7,17,11,10,0,8,15,8,5,9,15,11,6,10,5,7,5,6,8,7,5,4,3,3,4,2,6,4,2,1,6,8,2,9,6,2,2,3,5,4,4,4,8,4,1,0,3,2,2,2,2,3,1,1,2,0,1,0,1,1,0,0,0,1,0,0
2021,20,148,37,25,15,26,20,16,16,29,8,10,11,14,11,21,23,8,9,16,13,19,7,8,8,4,3,10,22,5,8,7,6,6,6,4,5,15,5,3,10,0,0,6,2,3,9,7,2,6,2,3,1,4,4,8,4,4,4,2,5,0,4,5,0,3,2,0,1,1,0,2,0,0,0,0,1,1,1,0,0,0,0,0
2021,21,107,38,33,26,23,10,23,16,14,16,16,13,16,17,18,13,8,12,4,12,11,13,6,8,7,6,13,16,7,13,5,5,3,2,3,11,7,7,4,4,11,6,1,2,4,4,7,10,5,1,7,4,5,5,8,7,7,1,2,2,2,3,4,4,3,2,1,1,4,2,1,0,1,0,1,1,4,1,0,2,0,1,0
2021,22,111,40,19,26,24,32,20,26,23,11,10,18,18,14,6,23,16,18,10,13,11,12,6,16,8,4,15,18,9,21,8,6,12,7,7,4,4,9,4,3,6,6,3,5,4,5,0,4,6,1,5,2,5,2,4,5,2,2,0,5,2,1,1,8,0,3,2,0,0,1,1,0,0,3,1,0,0,0,0,1,0,1,0
2021,23,123,34,35,27,22,20,16,20,25,8,17,19,12,16,16,13,15,20,11,5,11,5,9,8,11,11,9,10,7,7,8,4,11,8,12,4,9,3,4,9,11,6,1,8,3,4,3,5,4,2,2,5,2,5,5,4,4,6,1,3,2,3,3,7,0,3,1,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0
2021,24,129,42,31,18,24,25,24,18,24,15,16,11,14,16,16,23,11,12,9,7,17,9,6,14,17,12,6,13,5,9,9,5,3,5,9,5,10,4,6,6,11,8,5,8,3,1,5,9,6,4,1,3,2,6,3,2,7,2,5,7,1,2,6,0,1,2,6,0,5,1,0,1,1,2,0,0,1,0,0,1,0,1,0
2021,25,155,36,32,27,25,16,20,22,25,11,17,23,9,10,14,11,13,16,12,2,12,12,9,8,10,10,12,18,14,7,13,3,5,6,10,8,7,6,4,9,6,6,7,6,11,2,1,1,5,1,3,5,6,4,1,5,7,1,2,2,5,4,5,1,1,2,2,3,1,2,1,1,1,3,0,3,0,1,2,2,0,0,0
2021,26,106,46,18,34,14,23,35,32,29,9,18,21,25,13,20,25,9,6,8,9,16,6,15,9,5,7,7,26,9,9,10,8,9,6,8,2,1,10,1,6,11,9,3,5,5,5,7,6,3,2,3,5,3,1,5,0,2,1,2,5,6,2,9,0,2,0,1,3,1,0,4,2,0,3,2,1,2,2,1,0,2,0,0
2021,27,118,42,25,16,19,27,17,19,31,15,13,27,20,17,20,21,18,9,13,6,14,8,10,14,8,6,12,19,13,9,14,10,11,4,0,8,8,5,8,10,1,8,4,5,3,4,7,4,2,3,5,3,4,3,0,3,2,6,4,5,0,3,0,2,3,4,3,1,2,0,2,2,0,1,0,2,0,0,1,0,2,2,0
2021,28,132,42,22,27,29,19,16,33,31,8,26,13,15,10,14,13,15,8,12,10,13,5,15,9,10,2,5,10,10,4,10,4,10,4,3,8,12,6,7,6,6,5,4,5,12,9,1,5,5,3,4,2,5,2,5,1,4,5,2,6,0,3,2,2,2,2,3,1,0,0,1,0,1,4,0,2,2,0,2,0,0,3,0
2021,29,151,48,14,28,36,22,19,24,16,15,25,16,27,12,7,11,15,18,16,12,11,4,9,13,1,8,11,14,6,9,11,9,10,3,3,3,14,3,4,3,6,3,8,0,8,4,5,6,4,3,3,4,6,5,0,4,5,1,6,3,5,7,4,6,2,2,0,0,2,1,0,1,2,0,1,4,1,0,4,0,2,5,0
2021,30,140,41,30,23,37,29,17,33,22,8,23,24,13,14,16,14,17,9,9,7,15,7,12,20,9,5,5,13,9,11,5,5,13,3,2,5,6,1,8,6,5,8,1,5,7,4,7,5,4,0,3,2,2,1,6,1,7,5,3,4,2,4,4,1,0,2,1,0,1,4,1,1,1,3,1,2,2,2,0,3,0,3,0
2021,31,140,47,21,20,31,21,17,21,9,11,24,13,13,11,14,6,3,16,6,4,11,9,8,8,8,12,10,15,10,3,6,7,8,7,3,8,10,7,2,6,8,2,8,0,8,3,6,6,8,1,7,3,2,6,0,4,3,4,3,7,8,1,6,2,2,1,0,1,1,0,0,0,0,2,3,2,0,0,1,1,0,1,0
2021,32,136,42,23,29,20,30,34,32,21,13,27,17,15,13,12,13,12,15,8,12,19,12,10,8,6,8,6,14,14,11,6,8,6,5,7,10,8,4,10,4,4,5,4,2,8,4,4,3,8,1,5,4,5,1,3,3,1,3,2,2,7,7,10,6,3,3,3,1,1,0,2,0,0,1,0,2,0,0,1,0,1,2,0
2021,33,131,37,29,19,22,15,14,27,44,18,21,17,12,17,13,27,14,8,11,13,7,10,14,7,9,5,11,8,14,8,11,3,5,5,3,5,10,5,9,5,4,2,3,3,7,1,5,2,7,2,4,2,8,5,3,5,4,0,7,7,2,3,1,5,0,3,4,2,0,1,0,0,0,1,0,0,2,0,0,2,1,2,0
2021,34,164,55,38,28,33,17,19,29,23,14,31,8,7,11,14,16,8,9,8,18,12,9,14,17,8,9,5,11,11,10,11,6,10,12,6,6,11,5,5,5,8,5,3,10,3,7,2,6,6,1,3,3,1,2,2,3,0,1,5,5,2,6,3,4,1,1,4,3,0,1,0,1,0,0,0,0,0,1,1,2,1,2,0
2021,35,165,55,33,24,25,26,17,26,22,16,20,18,20,14,5,24,13,9,19,3,7,5,16,12,10,5,8,5,12,11,11,4,6,15,4,4,11,3,7,5,3,2,3,0,2,6,3,5,7,4,6,2,2,3,0,2,3,0,2,6,3,2,3,1,1,3,0,4,1,1,2,0,0,1,0,2,2,0,1,0,0,0,0
2021,36,154,43,19,31,29,26,22,24,26,11,18,7,17,23,6,21,22,8,9,5,18,6,2,13,8,9,8,11,14,16,5,7,2,7,7,8,5,1,9,5,7,3,7,2,8,11,6,3,8,1,6,4,3,1,0,4,1,5,3,4,5,3,3,1,1,1,1,1,0,0,3,0,3,0,1,1,0,1,1,2,0,1,0
2021,37,149,41,25,26,22,20,21,28,26,10,22,19,9,16,9,18,14,8,6,7,10,2,9,9,9,5,12,9,12,4,17,8,9,6,0,4,6,3,7,2,5,12,2,2,6,5,8,11,6,1,4,5,2,2,4,4,3,2,11,7,9,3,6,8,4,1,1,2,2,0,1,2,2,5,1,1,4,1,0,0,0,2,0
2021,38,132,42,20,29,11,18,23,27,19,6,20,11,15,22,18,12,11,7,10,8,13,5,8,15,13,4,9,12,21,8,9,13,10,3,6,6,12,6,5,4,2,2,0,8,6,3,7,3,10,0,4,4,2,3,3,2,1,4,7,7,4,4,1,3,3,3,1,1,5,0,0,2,4,0,1,1,4,0,1,0,1,1,0
2021,39,133,38,27,27,20,16,24,26,31,13,29,22,16,16,5,26,11,12,9,16,10,6,9,13,20,4,5,12,6,9,9,8,9,2,3,9,8,4,8,7,7,1,5,4,7,2,0,3,7,1,4,5,5,4,5,5,4,3,8,9,3,3,4,4,3,1,2,1,2,2,1,3,1,1,3,2,0,1,1,1,0,0,0
2021,40,127,40,26,41,22,19,21,28,27,11,25,25,18,25,13,40,7,12,7,9,5,11,4,11,12,7,10,14,9,9,8,6,3,4,8,5,12,4,5,7,6,3,3,3,12,8,4,4,5,4,2,4,6,2,1,4,2,3,3,9,4,4,1,1,2,1,0,2,0,1,2,0,0,1,1,0,0,0,0,2,0,0,0
2021,41,143,55,39,24,15,20,24,34,30,16,19,25,15,14,18,27,25,10,7,10,10,7,7,6,9,4,6,12,12,9,18,6,6,3,6,5,14,3,10,2,8,4,3,8,6,3,3,7,6,1,4,1,0,4,2,3,5,1,0,9,4,3,3,2,3,2,3,2,1,3,1,2,0,2,1,1,0,1,0,1,1,3,0
2021,42,132,45,34,28,23,21,22,25,37,14,16,11,24,15,7,20,21,10,11,14,10,6,15,9,14,10,19,9,8,14,10,5,10,3,8,6,7,3,7,1,3,4,4,4,12,10,8,5,8,2,6,4,4,5,2,5,2,2,2,9,1,1,4,6,2,1,3,5,1,2,2,0,3,2,0,1,2,0,0,1,0,0,0
2021,43,140,59,37,25,19,15,25,15,13,13,11,30,27,19,14,26,16,9,13,20,8,2,3,9,13,10,9,13,13,10,11,3,6,6,4,9,16,3,4,5,7,2,2,4,3,9,7,4,7,3,8,4,1,5,5,3,3,1,2,6,4,3,5,7,3,1,4,2,0,2,2,0,1,0,2,2,2,0,0,2,0,1,0
2021,44,136,57,33,28,30,24,33,32,23,11,20,16,18,17,17,14,9,21,14,7,11,10,2,15,15,8,15,9,12,7,6,5,12,5,6,3,10,4,6,4,5,1,3,9,10,6,6,2,3,3,4,2,4,6,2,4,5,2,4,11,5,3,5,2,1,2,4,2,0,2,1,0,0,0,1,0,0,0,1,1,2,1,0
2021,45,168,41,30,22,33,36,19,17,12,14,23,9,18,24,10,19,8,14,17,6,21,2,19,22,10,6,10,7,8,5,15,5,5,4,6,8,10,2,4,2,9,6,5,2,11,6,10,4,3,2,0,8,7,2,5,2,5,4,3,10,4,2,8,2,1,1,3,2,3,1,2,0,1,1,0,1,0,0,0,1,0,2,0
2021,46,107,49,34,33,20,17,14,21,25,24,17,21,13,20,6,30,18,18,10,11,13,5,7,10,10,7,10,16,6,9,14,9,5,3,4,6,2,3,3,2,13,2,8,6,10,7,3,3,6,0,4,2,4,5,5,7,7,1,5,9,1,4,7,1,2,0,2,0,1,4,1,2,1,0,1,1,1,0,0,1,0,0,0
2021,47,140,37,37,23,19,25,26,22,14,6,16,13,15,13,20,16,25,12,8,8,11,2,3,13,14,7,3,7,9,6,17,6,9,4,7,3,5,4,6,6,7,5,8,5,10,4,9,3,2,2,7,10,2,6,3,3,10,1,6,5,1,3,1,1,3,1,2,1,0,0,3,2,0,2,0,3,1,1,2,1,0,1,0
2021,48,35,11,12,4,5,5,4,6,3,4,4,1,4,3,6,15,9,5,0,8,0,3,3,5,1,2,1,5,2,3,4,0,3,0,1,1,2,1,0,2,2,0,1,1,1,0,3,2,1,4,1,1,0,0,1,0,0,1,0,1,1,2,4,1,1,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0
2021,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
